Measurement Name :,20191029-RUN2_28,,Generated On :,"29/10/2019, 20:11:19",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
29.10.19 19:54:25,"53,13",145.59,171.85,152.7,194,144.17,166.57,126.9,147,165.41,151.84,163.08,153.56,154.42,206.29,126.62,147.29,166.28,110.87,152.7,202.89,236.73,229.63,220.07,228.67,,28,965,34,27.83,
29.10.19 19:54:40,"53,38",144.17,172.44,150.7,192.79,144.17,167.45,126.07,145.59,163.66,150.13,163.66,151.84,152.13,208.15,126.62,145.87,170.09,110.33,152.13,200.43,237.37,227.71,220.39,228.67,,28,965,34,27.83,
29.10.19 19:54:56,"53,65",143.89,170.97,149.85,192.18,143.89,166.57,127.17,146.72,161.34,150.7,163.95,148.42,150.99,207.53,126.35,145.02,168.91,110.06,149.28,201.35,234.14,224.19,219.44,223.88,,28,965,34,27.83,
29.10.19 19:55:11,"53,9",144.74,172.74,151.27,192.18,145.87,165.99,124.97,147.86,163.95,151.56,163.08,150.99,154.13,206.6,127.72,145.02,170.38,108.45,150.99,203.2,238.67,227.07,219.75,225.15,,28,965,34,27.83,
29.10.19 19:55:26,"54,15",142.76,171.26,149.85,191.27,142.76,168.04,125.25,145.02,161.63,150.42,162.21,148.71,150.99,207.22,128.55,141.64,169.21,108.19,150.13,201.66,237.7,228.67,220.39,224.51,,28,965,34,27.83,
29.10.19 19:55:41,"54,4",143.05,171.26,148.99,189.45,145.02,165.41,125.25,145.02,161.63,150.7,162.79,149.85,153.27,207.22,127.72,142.2,167.74,108.72,149.85,199.5,236.73,227.71,219.44,223.88,,28,965,34,27.83,
29.10.19 19:55:57,"54,67",143.89,172.74,150.13,190.97,144.46,165.99,123.33,145.02,161.05,149.28,164.82,151.84,150.99,208.15,127.72,142.48,167.16,109.26,148.99,203.2,236.08,225.79,221.65,227.71,,28,965,34,27.83,
29.10.19 19:56:12,"54,92",143.05,171.26,149.85,189.45,143.61,165.99,124.43,144.74,160.18,149.85,164.24,149.85,148.42,207.22,127.17,143.33,167.45,107.92,150.13,202.58,236.73,228.03,221.02,226.75,,28,965,34,27.83,
29.10.19 19:56:27,"55,17",142.48,170.09,148.71,189.76,142.2,164.82,122.78,143.89,160.18,149.85,164.53,148.42,149.28,207.53,125.25,141.64,165.99,107.39,149.85,202.27,237.37,224.19,220.07,226.11,,28,965,34,27.83,
29.10.19 19:56:42,"55,42",141.92,171.26,148.99,188.85,141.92,162.79,124.7,143.89,159.02,150.13,164.53,149.85,151.27,207.84,126.9,142.2,166.87,107.39,151.27,201.35,236.08,225.47,222.29,225.15,,28,965,34,27.83,
29.10.19 19:56:57,"55,67",143.61,170.97,147.86,189.15,143.33,162.79,122.24,142.76,161.05,150.13,162.79,147.57,148.71,205.67,122.78,141.64,168.33,105.52,147.29,201.35,234.78,225.15,219.44,224.19,,28,965,34,27.83,
29.10.19 19:57:13,"55,93",142.48,171.26,147.86,189.15,141.08,162.5,121.96,143.61,159.31,151.84,164.82,148.14,148.71,206.91,122.51,141.64,166.57,107.65,148.42,199.81,234.78,223.24,222.29,226.43,,28,965,34,27.83,
29.10.19 19:57:28,"56,18",141.92,171.56,148.71,189.45,140.79,161.63,121.69,141.92,158.16,149.56,165.7,148.71,150.7,204.74,124.7,142.48,165.11,105.25,149.85,199.81,237.7,226.11,218.49,227.71,,28,965,34,27.83,
29.10.19 19:57:43,"56,43",142.48,170.68,148.14,187.94,141.64,163.08,119.78,143.05,158.16,148.42,164.82,147.29,148.14,206.6,125.52,140.79,166.57,104.46,147,201.04,236.08,227.07,219.44,222.92,,28,965,34,27.83,
29.10.19 19:57:58,"56,68",141.92,169.5,147.86,188.55,142.48,161.63,120.33,143.33,159.6,150.42,165.7,145.59,147.86,204.12,124.43,142.76,166.28,106.05,148.42,201.96,235.11,227.07,220.07,225.15,,28,965,34,27.83,
29.10.19 19:58:14,"56,95",141.36,170.38,148.14,188.24,140.51,161.05,121.69,142.76,159.02,150.42,165.41,145.59,147.29,203.5,125.52,141.64,166.87,105.25,147,199.81,236.08,224.51,222.6,228.03,,28,965,34,27.83,
29.10.19 19:58:29,"57,2",140.51,168.62,148.14,187.64,142.2,159.02,120.33,141.64,157.58,148.99,165.7,144.74,147.86,204.74,124.15,142.2,165.11,104.72,146.72,200.73,238.35,226.11,220.07,225.79,,28,965,34,27.83,
29.10.19 19:58:44,"57,45",140.51,170.09,148.14,187.34,140.23,159.6,120.6,141.36,155.85,149.85,165.99,145.3,147.29,205.98,123.88,143.33,164.24,104.46,147.29,201.96,237.7,227.07,218.8,226.11,,28,965,34,27.83,
29.10.19 19:58:59,"57,7",140.51,168.62,148.42,187.34,140.79,159.6,120.33,143.05,157,150.42,164.53,144.74,146.44,204.74,121.15,141.64,165.7,105.25,146.44,202.58,237.7,223.56,222.92,226.43,,28,965,34,27.85,
29.10.19 19:59:15,"57,97",141.08,168.33,147.57,187.04,141.08,157.87,119.51,140.51,157.29,149.56,164.24,143.89,145.02,206.29,122.78,139.39,164.24,101.54,146.15,201.35,236.4,226.75,220.7,224.19,,28,965,34,27.83,
29.10.19 19:59:30,"58,22",139.67,170.38,147.29,187.64,141.64,159.89,120.6,139.39,157,148.71,165.41,144.17,146.15,205.98,123.06,140.79,164.53,101.54,146.44,200.12,236.73,226.11,221.97,228.35,,28,965,34,27.83,
29.10.19 19:59:45,"58,47",137.99,168.91,147.57,187.64,138.55,159.31,118.7,141.36,157,149.85,165.41,143.33,145.59,206.29,123.88,139.39,164.82,102.33,147,201.66,236.73,227.07,219.44,225.15,,28,965,34,27.83,
29.10.19 20:00:00,"58,72",139.11,168.91,147.57,187.64,141.08,159.89,118.97,140.23,156.72,148.42,165.41,145.87,144.17,202.89,121.15,137.99,163.37,100.48,147.29,201.96,233.49,223.56,220.07,224.19,,28,965,34,27.83,
29.10.19 20:00:16,"58,98",137.99,169.79,147.57,187.34,140.79,157.58,119.51,139.95,154.71,149.56,164.82,143.89,146.15,204.12,122.78,136.32,162.79,99.16,145.02,201.66,234.14,225.15,217.86,226.43,,28,965,34,27.82,
29.10.19 20:00:31,"59,23",138.27,169.21,147.57,187.64,139.39,158.45,118.42,140.79,154.99,149.28,164.53,145.02,145.59,203.5,121.42,137.15,165.11,100.48,145.3,200.43,237.7,224.51,221.02,224.19,,28,965,34,27.83,
29.10.19 20:00:46,"59,48",137.43,167.74,146.15,186.14,140.51,160.47,117.88,139.39,155.85,150.7,164.82,143.61,145.59,200.12,120.06,138.55,161.34,99.43,145.02,199.5,236.73,228.03,219.44,225.79,,28,965,34,27.82,
29.10.19 20:01:01,"59,73",136.87,168.62,146.15,185.53,137.15,158.16,119.24,137.71,155.28,149.56,164.24,144.17,145.02,203.5,121.15,135.48,163.66,98.63,145.02,203.5,235.75,228.67,219.75,224.51,,28,965,34,27.82,
29.10.19 20:01:17,"60,0",137.71,167.45,145.59,185.84,138.83,159.02,118.7,139.39,154.71,150.13,164.24,145.02,145.3,202.58,120.33,135.48,163.95,98.9,146.15,201.35,234.46,224.51,218.49,226.43,,28,965,34,27.82,
29.10.19 20:01:32,"60,25",135.48,167.74,145.87,185.53,136.59,157.58,117.07,137.99,152.99,148.99,164.24,144.46,143.33,202.58,119.51,136.87,161.92,98.37,144.46,202.89,236.4,227.39,221.02,224.83,,28,965,34,27.82,
29.10.19 20:01:47,"60,5",137.15,166.57,144.74,186.44,136.32,156.72,116.53,136.87,154.42,148.71,164.24,144.46,145.59,201.66,121.42,135.76,162.5,99.95,145.59,201.66,238.35,227.07,221.34,227.07,,28,965,34,27.83,
29.10.19 20:02:02,"60,75",136.59,165.7,143.89,185.23,137.43,157.87,118.42,136.04,155.28,150.99,164.24,142.76,143.33,200.73,119.24,137.71,163.08,97.06,146.15,200.12,234.78,227.39,219.12,223.56,,28,965,34,27.83,
29.10.19 20:02:18,"61,02",135.76,167.16,143.89,184.93,135.2,157.87,117.07,135.48,153.84,149.85,164.24,145.87,144.46,201.04,119.78,136.59,160.76,98.9,145.59,202.58,237.37,223.24,220.07,223.56,,28,965,34,27.83,
29.10.19 20:02:33,"61,27",135.48,165.7,143.33,186.44,136.32,157.58,115.44,136.04,152.13,149.85,163.66,144.46,142.2,200.43,118.7,136.04,160.18,96.27,143.89,203.5,234.78,226.11,220.07,225.47,,28,965,34,27.83,
29.10.19 20:02:48,"61,52",134.64,166.87,141.64,186.14,135.2,156.14,116.53,134.92,152.7,149.28,163.37,145.59,143.33,199.81,120.06,135.2,159.31,97.32,144.17,200.43,237.37,224.19,215.97,225.47,,28,965,34,27.83,
29.10.19 20:03:04,"61,78",135.76,167.16,141.36,186.74,135.48,155.57,115.17,135.2,153.56,148.99,162.79,143.89,143.61,199.5,119.24,137.43,160.47,97.06,143.05,200.12,235.11,228.03,220.39,225.15,,28,965,34,27.83,
29.10.19 20:03:19,"62,03",133.53,165.7,141.92,186.14,135.76,155.28,114.9,133.53,152.41,147.86,162.21,142.48,141.92,199.81,119.51,136.04,160.76,97.06,142.76,200.12,235.75,226.11,219.75,223.56,,28,965,34,27.83,
29.10.19 20:03:34,"62,28",132.98,165.41,140.79,185.23,133.81,156.72,114.09,133.25,152.7,147,162.79,142.76,144.46,201.04,119.78,136.04,158.45,96.79,140.79,199.2,235.75,224.83,218.49,226.43,,28,965,34,27.83,
29.10.19 20:03:50,"62,55",133.53,164.24,141.08,184.03,134.64,155.85,114.09,132.42,152.99,147.86,163.08,143.89,143.89,198.89,119.24,135.48,160.18,97.32,141.92,200.43,234.14,226.11,216.28,223.56,,28,965,34,27.83,
29.10.19 20:04:05,"62,8",132.98,164.53,140.23,184.33,134.64,155.28,111.94,132.42,150.99,148.14,162.79,140.79,142.2,199.2,117.88,133.81,159.31,94.7,140.23,201.96,234.78,225.79,217.54,226.75,,28,965,34,27.83,
29.10.19 20:04:20,"63,05",131.31,164.53,140.23,184.03,132.7,154.42,113.56,130.48,152.41,148.71,160.47,141.08,140.51,197.97,117.61,133.81,160.76,97.32,141.92,201.04,236.4,225.79,218.8,225.15,,28,965,34,27.83,
29.10.19 20:04:35,"63,3",132.14,163.95,141.36,183.13,133.25,155.28,112.48,131.31,151.84,149.28,160.18,142.76,141.64,199.2,117.88,134.36,160.18,95.74,138.83,200.73,234.78,225.15,219.75,225.79,,28,965,34,27.83,
29.10.19 20:04:51,"63,57",131.31,164.24,140.23,184.33,131.59,154.13,111.67,132.7,150.99,147.86,160.18,141.64,143.05,198.89,115.99,133.53,157.58,96.53,140.23,202.89,238.35,223.56,217.86,225.47,,28,965,34,27.82,
29.10.19 20:05:06,"63,82",132.7,163.95,140.23,182.24,133.53,154.71,110.87,130.48,152.7,148.99,161.63,141.92,140.79,197.05,116.53,134.36,157.58,96.01,137.15,201.35,232.52,223.56,218.49,227.07,,28,965,34,27.83,
29.10.19 20:05:21,"64,07",131.87,163.66,140.51,181.04,134.09,153.84,110.6,130.21,152.41,149.56,160.47,142.48,140.23,197.05,119.78,134.36,157.58,95.48,139.67,201.35,236.73,225.15,215.97,226.43,,28,965,34,27.83,
29.10.19 20:05:36,"64,32",131.59,164.24,138.83,181.94,133.81,154.13,111.4,129.1,150.99,147.57,159.6,140.23,139.95,196.44,116.53,133.81,157.58,96.27,138.55,201.96,235.11,226.11,216.28,225.47,,28,965,34,27.83,
29.10.19 20:05:52,"64,58",131.31,162.79,138.83,180.45,133.81,151.84,109.53,130.21,150.42,148.14,160.76,141.08,139.67,197.05,116.8,131.87,154.42,95.74,136.87,202.27,238.35,226.11,216.6,223.24,,28,965,34,27.82,
29.10.19 20:06:07,"64,83",132.42,161.34,137.99,180.45,131.87,152.7,109.26,128.55,150.42,148.71,159.6,140.51,139.11,197.67,115.72,134.64,153.84,94.17,139.39,201.35,236.4,225.15,217.54,224.51,,28,965,34,27.83,
29.10.19 20:06:22,"65,08",130.76,162.79,138.27,181.34,131.04,151.27,108.19,127.45,148.71,147.29,159.89,141.08,139.67,194.61,117.34,133.25,154.99,93.13,138.55,201.04,235.75,224.19,219.44,225.15,,28,965,34,27.83,
29.10.19 20:06:37,"65,33",130.76,163.08,139.11,180.15,130.48,150.7,106.85,128,151.27,147,160.47,139.67,140.51,197.36,115.44,133.81,157.29,92.86,138.55,201.66,237.05,225.47,215.03,224.83,,28,965,34,27.83,
29.10.19 20:06:53,"65,6",129.93,160.76,137.15,179.85,129.93,151.27,106.05,126.35,149.56,145.87,159.31,141.36,139.67,195.22,115.99,134.09,154.71,93.65,136.59,201.35,234.78,226.75,217.54,224.51,,28,965,34,27.83,
29.10.19 20:07:08,"65,85",129.65,161.05,137.99,181.64,129.93,148.99,106.59,126.07,149.56,144.17,159.02,138.83,139.11,195.22,116.26,133.81,154.99,93.13,136.87,200.73,235.75,225.15,216.91,223.56,,28,965,34,27.83,
29.10.19 20:07:23,"66,1",129.93,161.63,139.11,181.34,128,149.28,105.79,124.43,148.99,142.76,160.18,140.23,138.83,194.31,117.34,133.81,153.56,93.39,137.15,201.04,236.73,225.15,216.6,222.6,,28,965,34,27.83,
29.10.19 20:07:38,"66,35",129.1,162.5,138.83,181.94,129.38,147.29,106.85,126.07,148.14,145.02,157,139.39,136.59,194.92,116.8,132.7,155.85,93.13,136.04,200.73,236.73,223.56,218.17,224.51,,28,965,34,27.83,
29.10.19 20:07:54,"66,62",128.82,161.63,138.83,181.94,128.82,148.42,105.79,124.7,148.99,145.87,159.31,139.95,137.15,195.83,114.63,133.53,156.43,93.39,137.15,199.2,236.73,222.6,220.7,226.43,,28,965,34,27.83,
29.10.19 20:08:09,"66,87",128.55,160.18,138.83,178.36,126.9,147.29,105.52,122.51,146.44,142.76,158.45,138.55,137.15,196.44,116.26,131.87,153.56,92.6,135.76,200.43,238.35,225.15,218.17,225.15,,28,965,34,27.83,
29.10.19 20:08:24,"67,12",128.27,161.63,138.55,181.04,129.93,148.42,104.99,122.51,146.72,143.89,158.16,139.11,136.04,193.09,114.9,134.36,155.28,92.86,133.25,203.2,236.73,224.51,216.6,225.79,,28,965,34,27.83,
29.10.19 20:08:39,"67,37",127.45,160.47,137.99,179.55,127.72,148.42,104.72,122.24,146.44,143.89,158.16,139.67,137.71,194.92,113.29,133.53,155.85,91.04,133.53,199.81,236.73,222.6,218.17,224.83,,28,965,34,27.82,
29.10.19 20:08:55,"67,63",127.45,159.89,137.15,178.96,126.35,147,104.99,121.15,148.14,143.33,157.29,137.99,135.48,193.7,113.29,132.7,152.99,92.34,132.7,203.81,233.17,226.11,218.17,224.51,,28,965,34,27.83,
29.10.19 20:09:10,"67,88",126.62,159.89,136.32,177.47,128.55,146.15,102.6,121.69,146.44,143.89,157.87,139.39,135.48,192.48,113.56,132.14,153.27,91.3,131.31,201.35,234.78,224.19,217.54,226.75,,28,965,34,27.83,
29.10.19 20:09:25,"68,13",126.35,161.63,136.87,178.96,128.55,146.44,104.46,120.6,146.44,142.2,157.58,138.27,135.48,195.83,112.75,131.04,152.7,91.3,132.7,202.58,231.88,224.51,218.17,223.24,,28,965,34,27.83,
29.10.19 20:09:40,"68,38",126.62,159.6,136.32,177.77,125.52,145.87,102.07,119.24,142.76,140.23,157.58,137.99,134.92,195.22,113.29,132.7,153.27,91.3,129.93,201.04,236.73,225.15,217.54,225.15,,28,965,34,27.83,
29.10.19 20:09:55,"68,63",126.35,160.76,135.76,178.96,125.52,145.3,102.86,120.33,145.87,143.61,159.31,139.95,135.48,194.92,114.9,131.87,152.41,89.22,130.76,201.66,235.75,226.11,215.65,221.97,,28,965,34,27.83,
29.10.19 20:10:11,"68,9",126.62,159.31,135.76,178.36,125.8,147,101.8,120.06,143.33,143.33,157,139.95,134.09,191.27,114.09,131.31,152.99,89.74,130.76,199.81,235.75,225.15,216.28,225.47,,28,965,34,27.82,
29.10.19 20:10:26,"69,15",126.07,159.02,135.76,176.58,125.52,144.17,102.07,118.15,144.46,140.51,157,138.55,134.09,192.48,111.13,131.04,151.56,90,129.93,198.89,235.11,221.02,217.23,225.15,,28,965,34,27.83,
29.10.19 20:10:41,"69,4",124.97,157.87,136.59,175.39,123.33,146.72,102.07,117.88,143.89,141.92,158.73,138.83,135.2,192.48,110.6,131.87,152.99,89.22,129.65,201.04,234.78,221.65,216.91,225.15,,28,965,34,27.83,
